sys_temp,resp,server_time,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,X,Y,Z,cpu_temp,cpu_time
2024-09-04 10:15:06 temp=34.0'C,"*450281.0#20[0009],OK,#9A450281,769,2024-09-04 10:14:32,STS,DC=77,PC=50978,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.6,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#23>",2024-09-04T10:15:07.825845Z,450281,2024-09-04T10:14:32Z,77,50978,0,3.5,13.5,2.3,24.6,0,2.4,-0.06,-0.25,-0.81,34,2024-09-04T10:15:06Z
2024-09-04 10:30:07 temp=34.0'C,"*450281.0#20[0009],OK,#9A450281,770,2024-09-04 10:29:33,STS,DC=77,PC=50983,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.6,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#21>",2024-09-04T10:30:08.632235Z,450281,2024-09-04T10:29:33Z,77,50983,0,3.5,13.5,2.3,24.6,0,2.4,-0.06,-0.25,-0.84,34,2024-09-04T10:30:07Z
2024-09-04 10:45:06 temp=35.0'C,"*450281.0#20[0009],OK,#9A450281,771,2024-09-04 10:44:33,STS,DC=77,PC=50990,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.6,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T10:45:08.403411Z,450281,2024-09-04T10:44:33Z,77,50990,0,3.5,13.5,2.4,24.6,0,2.4,-0.06,-0.25,-0.84,35,2024-09-04T10:45:06Z
2024-09-04 11:00:06 temp=34.5'C,"*450281.0#20[0009],OK,#9A450281,772,2024-09-04 10:59:32,STS,DC=77,PC=50997,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.4,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#25>",2024-09-04T11:00:08.099495Z,450281,2024-09-04T10:59:32Z,77,50997,0,3.5,13.5,2.3,24.4,0,2.4,-0.06,-0.25,-0.81,34.5,2024-09-04T11:00:06Z
2024-09-04 11:15:06 temp=36.5'C,"*450281.0#20[0009],OK,#9A450281,773,2024-09-04 11:14:32,STS,DC=77,PC=51007,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.4,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#10>",2024-09-04T11:15:08.092730Z,450281,2024-09-04T11:14:32Z,77,51007,0,3.5,13.5,2.3,24.4,0,2.4,-0.06,-0.25,-0.84,36.5,2024-09-04T11:15:06Z
2024-09-04 11:30:06 temp=37.0'C,"*450281.0#20[0009],OK,#9A450281,774,2024-09-04 11:29:32,STS,DC=77,PC=51013,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.5,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#12>",2024-09-04T11:30:08.257111Z,450281,2024-09-04T11:29:32Z,77,51013,0,3.5,13.5,2.3,24.5,0,2.4,-0.06,-0.25,-0.81,37,2024-09-04T11:30:06Z
2024-09-04 11:45:06 temp=36.5'C,"*450281.0#20[0009],OK,#9A450281,775,2024-09-04 11:44:32,STS,DC=77,PC=51025,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.5,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#16>",2024-09-04T11:45:07.991409Z,450281,2024-09-04T11:44:32Z,77,51025,0,3.5,13.5,2.3,24.5,0,2.4,-0.06,-0.25,-0.84,36.5,2024-09-04T11:45:06Z
2024-09-04 12:00:06 temp=36.0'C,"*450281.0#20[0009],OK,#9A450281,776,2024-09-04 11:59:32,STS,DC=77,PC=51030,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.3,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#18>",2024-09-04T12:00:07.840640Z,450281,2024-09-04T11:59:32Z,77,51030,0,3.5,13.5,2.4,24.3,0,2.4,-0.06,-0.25,-0.84,36,2024-09-04T12:00:06Z
2024-09-04 12:15:07 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,777,2024-09-04 12:14:33,STS,DC=77,PC=51042,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.4,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#15>",2024-09-04T12:15:08.666809Z,450281,2024-09-04T12:14:33Z,77,51042,0,3.5,13.5,2.3,24.4,0,2.4,-0.06,-0.25,-0.84,38.9,2024-09-04T12:15:07Z
2024-09-04 12:30:06 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,778,2024-09-04 12:29:33,STS,DC=77,PC=51051,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.4,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1C>",2024-09-04T12:30:08.554987Z,450281,2024-09-04T12:29:33Z,77,51051,0,3.5,13.5,2.3,24.4,0,2.4,-0.06,-0.25,-0.84,38.9,2024-09-04T12:30:06Z
2024-09-04 12:45:06 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,779,2024-09-04 12:44:32,STS,DC=77,PC=51057,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.3,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T12:45:08.207197Z,450281,2024-09-04T12:44:32Z,77,51057,0,3.5,13.5,2.3,24.3,0,2.4,-0.06,-0.25,-0.84,38.9,2024-09-04T12:45:06Z
2024-09-04 13:00:06 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,780,2024-09-04 12:59:32,STS,DC=77,PC=51068,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.3,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#1B>",2024-09-04T13:00:08.226088Z,450281,2024-09-04T12:59:32Z,77,51068,0,3.5,13.5,2.3,24.3,0,2.4,-0.06,-0.25,-0.81,38.9,2024-09-04T13:00:06Z
2024-09-04 13:15:06 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,781,2024-09-04 13:14:32,STS,DC=77,PC=51079,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.1,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#17>",2024-09-04T13:15:07.992067Z,450281,2024-09-04T13:14:32Z,77,51079,0,3.5,13.5,2.3,24.1,0,2.4,-0.06,-0.25,-0.84,39.9,2024-09-04T13:15:06Z
2024-09-04 13:30:06 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,782,2024-09-04 13:29:32,STS,DC=77,PC=51087,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1C>",2024-09-04T13:30:07.770568Z,450281,2024-09-04T13:29:32Z,77,51087,0,3.5,13.5,2.3,24,0,2.4,-0.06,-0.25,-0.84,40.4,2024-09-04T13:30:06Z
2024-09-04 13:45:07 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,783,2024-09-04 13:44:33,STS,DC=77,PC=51108,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#16>",2024-09-04T13:45:08.566200Z,450281,2024-09-04T13:44:33Z,77,51108,0,3.5,13.5,2.4,24,0,2.4,-0.06,-0.25,-0.84,40.9,2024-09-04T13:45:07Z
2024-09-04 14:00:06 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,784,2024-09-04 13:59:32,STS,DC=77,PC=51137,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T14:00:08.428870Z,450281,2024-09-04T13:59:32Z,77,51137,0,3.5,13.5,2.4,24,0,2.4,-0.06,-0.25,-0.84,41.3,2024-09-04T14:00:06Z
2024-09-04 14:15:06 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,785,2024-09-04 14:14:32,STS,DC=77,PC=51142,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#0F>",2024-09-04T14:15:08.175387Z,450281,2024-09-04T14:14:32Z,77,51142,0,3.5,13.5,2.3,24,0,2.4,-0.06,-0.25,-0.81,42.3,2024-09-04T14:15:06Z
2024-09-04 14:30:06 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,786,2024-09-04 14:29:32,STS,DC=77,PC=51155,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T14:30:08.086500Z,450281,2024-09-04T14:29:32Z,77,51155,0,3.5,13.5,2.4,24,0,2.4,-0.06,-0.25,-0.84,41.3,2024-09-04T14:30:06Z
2024-09-04 14:45:06 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,787,2024-09-04 14:44:32,STS,DC=77,PC=51174,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1D>",2024-09-04T14:45:07.989667Z,450281,2024-09-04T14:44:32Z,77,51174,0,3.5,13.5,2.4,24,0,2.4,-0.06,-0.25,-0.84,43.3,2024-09-04T14:45:06Z
2024-09-04 15:00:06 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,788,2024-09-04 14:59:32,STS,DC=77,PC=51196,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=23.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#30>",2024-09-04T15:00:07.939824Z,450281,2024-09-04T14:59:32Z,77,51196,0,3.5,13.5,2.4,23.9,0,2.4,-0.06,-0.25,-0.84,43.8,2024-09-04T15:00:06Z
2024-09-04 15:15:07 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,789,2024-09-04 15:14:33,STS,DC=77,PC=51200,LV=0.0,BV=3.5,BU=13.5,I=2.3,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#10>",2024-09-04T15:15:08.767040Z,450281,2024-09-04T15:14:33Z,77,51200,0,3.5,13.5,2.3,24,0,2.4,-0.06,-0.25,-0.81,44.3,2024-09-04T15:15:07Z
2024-09-04 15:30:06 temp=46.2'C,"*450281.0#20[0009],OK,#9A450281,790,2024-09-04 15:29:32,STS,DC=77,PC=51204,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=23.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1D>",2024-09-04T15:30:08.656333Z,450281,2024-09-04T15:29:32Z,77,51204,0,3.5,13.5,2.4,23.9,0,2.4,-0.06,-0.25,-0.84,46.2,2024-09-04T15:30:06Z
2024-09-04 15:45:06 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,791,2024-09-04 15:44:32,STS,DC=77,PC=51208,LV=0.0,BV=3.5,BU=13.5,I=2.4,T=24.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#17>",2024-09-04T15:45:08.465803Z,450281,2024-09-04T15:44:32Z,77,51208,0,3.5,13.5,2.4,24,0,2.4,-0.06,-0.25,-0.84,45.2,2024-09-04T15:45:06Z
2024-09-04 16:00:06 temp=45.7'C,"*450281.0#20[0009],OK,#9A450281,792,2024-09-04 15:59:32,STS,DC=77,PC=51210,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=24.1,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#16>",2024-09-04T16:00:08.319387Z,450281,2024-09-04T15:59:32Z,77,51210,0,3.5,13.6,2.4,24.1,0,2.4,-0.06,-0.25,-0.81,45.7,2024-09-04T16:00:06Z
2024-09-04 16:15:06 temp=45.7'C,"*450281.0#20[0009],OK,#9A450281,793,2024-09-04 16:14:32,STS,DC=77,PC=51214,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=24.2,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#17>",2024-09-04T16:15:08.178364Z,450281,2024-09-04T16:14:32Z,77,51214,0,3.5,13.6,2.4,24.2,0,2.4,-0.06,-0.25,-0.84,45.7,2024-09-04T16:15:06Z
2024-09-04 16:30:06 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,794,2024-09-04 16:29:32,STS,DC=77,PC=51217,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.3,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#21>",2024-09-04T16:30:08.081620Z,450281,2024-09-04T16:29:32Z,77,51217,0,3.5,13.6,2.3,24.3,0,2.4,-0.06,-0.25,-0.84,45.2,2024-09-04T16:30:06Z
2024-09-04 16:45:06 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,795,2024-09-04 16:44:32,STS,DC=77,PC=51229,LV=0.0,BV=3.5,BU=13.6,I=2.5,T=24.6,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#27>",2024-09-04T16:45:07.854090Z,450281,2024-09-04T16:44:32Z,77,51229,0,3.5,13.6,2.5,24.6,0,2.4,-0.06,-0.25,-0.84,44.3,2024-09-04T16:45:06Z
2024-09-04 17:00:07 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,796,2024-09-04 16:59:32,STS,DC=77,PC=51249,LV=0.0,BV=3.5,BU=13.6,I=2.5,T=24.6,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#30>",2024-09-04T17:00:08.623097Z,450281,2024-09-04T16:59:32Z,77,51249,0,3.5,13.6,2.5,24.6,0,2.4,-0.06,-0.25,-0.84,44.8,2024-09-04T17:00:07Z
2024-09-04 17:15:06 temp=46.2'C,"*450281.0#20[0009],OK,#9A450281,797,2024-09-04 17:14:32,STS,DC=77,PC=51262,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#26>",2024-09-04T17:15:08.358036Z,450281,2024-09-04T17:14:32Z,77,51262,0,3.5,13.6,2.4,24.9,0,2.4,-0.06,-0.25,-0.84,46.2,2024-09-04T17:15:06Z
2024-09-04 17:30:06 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,798,2024-09-04 17:29:32,STS,DC=77,PC=51292,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#28>",2024-09-04T17:30:08.509936Z,450281,2024-09-04T17:29:32Z,77,51292,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,44.3,2024-09-04T17:30:06Z
2024-09-04 17:45:06 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,799,2024-09-04 17:44:32,STS,DC=77,PC=51311,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.2,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#20>",2024-09-04T17:45:08.288174Z,450281,2024-09-04T17:44:32Z,77,51311,0,3.5,13.6,2.4,25.2,0,2.4,-0.06,-0.25,-0.84,45.2,2024-09-04T17:45:06Z
2024-09-04 18:00:06 temp=45.7'C,"*450281.0#20[0009],OK,#9A450281,800,2024-09-04 17:59:32,STS,DC=77,PC=51334,LV=0.2,BV=3.5,BU=13.6,I=2.4,T=25.4,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T18:00:08.211634Z,450281,2024-09-04T17:59:32Z,77,51334,0.2,3.5,13.6,2.4,25.4,0,2.4,-0.06,-0.25,-0.84,45.7,2024-09-04T18:00:06Z
2024-09-04 18:15:06 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,801,2024-09-04 18:14:32,STS,DC=77,PC=51372,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.2,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#15>",2024-09-04T18:15:08.114264Z,450281,2024-09-04T18:14:32Z,77,51372,0,3.5,13.6,2.4,25.2,0,2.4,-0.06,-0.25,-0.84,44.8,2024-09-04T18:15:06Z
2024-09-04 18:30:06 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,802,2024-09-04 18:29:32,STS,DC=77,PC=51387,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.2,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#22>",2024-09-04T18:30:08.020798Z,450281,2024-09-04T18:29:32Z,77,51387,0,3.5,13.6,2.4,25.2,0,2.4,-0.06,-0.25,-0.84,46.7,2024-09-04T18:30:06Z
2024-09-04 18:45:07 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,803,2024-09-04 18:44:32,STS,DC=77,PC=51398,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.3,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#22>",2024-09-04T18:45:08.714632Z,450281,2024-09-04T18:44:32Z,77,51398,0,3.5,13.6,2.3,25.3,0,2.4,-0.06,-0.25,-0.84,47.2,2024-09-04T18:45:07Z
2024-09-04 19:00:06 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,804,2024-09-04 18:59:32,STS,DC=77,PC=51401,LV=0.2,BV=3.5,BU=13.6,I=2.4,T=25.1,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1B>",2024-09-04T19:00:08.596754Z,450281,2024-09-04T18:59:32Z,77,51401,0.2,3.5,13.6,2.4,25.1,0,2.4,-0.06,-0.25,-0.84,47.2,2024-09-04T19:00:06Z
2024-09-04 19:15:06 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,805,2024-09-04 19:14:32,STS,DC=77,PC=51405,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#15>",2024-09-04T19:15:08.334147Z,450281,2024-09-04T19:14:32Z,77,51405,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,47.2,2024-09-04T19:15:06Z
2024-09-04 19:30:06 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,806,2024-09-04 19:29:32,STS,DC=77,PC=51405,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1C>",2024-09-04T19:30:08.264730Z,450281,2024-09-04T19:29:32Z,77,51405,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,48.2,2024-09-04T19:30:06Z
2024-09-04 19:45:06 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,807,2024-09-04 19:44:32,STS,DC=77,PC=51408,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#22>",2024-09-04T19:45:08.119179Z,450281,2024-09-04T19:44:32Z,77,51408,0,3.5,13.6,2.4,24.9,0,2.4,-0.06,-0.25,-0.81,47.7,2024-09-04T19:45:06Z
2024-09-04 20:00:06 temp=48.7'C,"*450281.0#20[0009],OK,#9A450281,808,2024-09-04 19:59:31,STS,DC=77,PC=51412,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1E>",2024-09-04T20:00:07.857604Z,450281,2024-09-04T19:59:31Z,77,51412,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,48.7,2024-09-04T20:00:06Z
2024-09-04 20:15:06 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,809,2024-09-04 20:14:31,STS,DC=77,PC=51413,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#16>",2024-09-04T20:15:07.715486Z,450281,2024-09-04T20:14:31Z,77,51413,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,47.2,2024-09-04T20:15:06Z
2024-09-04 20:30:07 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,810,2024-09-04 20:29:32,STS,DC=77,PC=51417,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#12>",2024-09-04T20:30:08.567899Z,450281,2024-09-04T20:29:32Z,77,51417,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,47.7,2024-09-04T20:30:07Z
2024-09-04 20:45:06 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,811,2024-09-04 20:44:32,STS,DC=77,PC=51419,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#11>",2024-09-04T20:45:08.352540Z,450281,2024-09-04T20:44:32Z,77,51419,0,3.5,13.6,2.3,25,0,2.4,-0.06,-0.25,-0.84,46.7,2024-09-04T20:45:06Z
2024-09-04 21:00:06 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,812,2024-09-04 20:59:32,STS,DC=77,PC=51428,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#18>",2024-09-04T21:00:29.236376Z,450281,2024-09-04T20:59:32Z,77,51428,0,3.5,13.6,2.3,25,0,2.4,-0.06,-0.25,-0.84,48.2,2024-09-04T21:00:06Z
2024-09-04 21:15:06 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,813,2024-09-04 21:14:32,STS,DC=77,PC=51432,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#0D>",2024-09-04T21:15:13.762418Z,450281,2024-09-04T21:14:32Z,77,51432,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,48.2,2024-09-04T21:15:06Z
2024-09-04 21:30:07 temp=47.2'C,"*450281.0#20[0009],OK,#9A450281,814,2024-09-04 21:29:32,STS,DC=77,PC=51435,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#17>",2024-09-04T21:30:08.828058Z,450281,2024-09-04T21:29:32Z,77,51435,0,3.5,13.6,2.4,25,0,2.4,-0.06,-0.25,-0.84,47.2,2024-09-04T21:30:07Z
2024-09-04 21:45:07 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,815,2024-09-04 21:44:32,STS,DC=77,PC=51442,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#12>",2024-09-04T21:45:08.655932Z,450281,2024-09-04T21:44:32Z,77,51442,0,3.5,13.6,2.3,25,0,2.4,-0.06,-0.25,-0.84,48.2,2024-09-04T21:45:07Z
2024-09-04 22:00:06 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,816,2024-09-04 21:59:32,STS,DC=77,PC=51447,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#26>",2024-09-04T22:00:08.520508Z,450281,2024-09-04T21:59:32Z,77,51447,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,47.7,2024-09-04T22:00:06Z
2024-09-04 22:15:06 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,817,2024-09-04 22:14:32,STS,DC=77,PC=51452,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#13>",2024-09-04T22:15:08.306557Z,450281,2024-09-04T22:14:32Z,77,51452,0,3.5,13.6,2.3,25,0,2.4,-0.06,-0.25,-0.84,47.7,2024-09-04T22:15:06Z
2024-09-04 22:30:06 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,818,2024-09-04 22:29:32,STS,DC=77,PC=51455,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=25.0,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1D>",2024-09-04T22:30:08.091452Z,450281,2024-09-04T22:29:32Z,77,51455,0,3.5,13.6,2.3,25,0,2.4,-0.06,-0.25,-0.84,49.1,2024-09-04T22:30:06Z
2024-09-04 22:45:06 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,819,2024-09-04 22:44:31,STS,DC=77,PC=51460,LV=0.0,BV=3.5,BU=13.6,I=2.4,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1F>",2024-09-04T22:45:07.907710Z,450281,2024-09-04T22:44:31Z,77,51460,0,3.5,13.6,2.4,24.9,0,2.4,-0.06,-0.25,-0.84,48.2,2024-09-04T22:45:06Z
2024-09-04 23:00:06 temp=46.7'C,"*450281.0#20[0009],OK,#9A450281,820,2024-09-04 22:59:31,STS,DC=77,PC=51461,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1D>",2024-09-04T23:00:07.749373Z,450281,2024-09-04T22:59:31Z,77,51461,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,46.7,2024-09-04T23:00:06Z
2024-09-04 23:15:06 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,821,2024-09-04 23:14:32,STS,DC=77,PC=51464,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#1A>",2024-09-04T23:15:08.565558Z,450281,2024-09-04T23:14:32Z,77,51464,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,45.2,2024-09-04T23:15:06Z
2024-09-04 23:30:06 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,822,2024-09-04 23:29:32,STS,DC=77,PC=51469,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#26>",2024-09-04T23:30:08.398929Z,450281,2024-09-04T23:29:32Z,77,51469,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,43.8,2024-09-04T23:30:06Z
2024-09-04 23:45:06 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,823,2024-09-04 23:44:32,STS,DC=77,PC=51471,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#1A>",2024-09-04T23:45:08.258965Z,450281,2024-09-04T23:44:32Z,77,51471,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.81,43.3,2024-09-04T23:45:06Z
2024-09-05 00:00:06 temp=41.8'C,"*450281.0#20[0009],OK,#9A450281,824,2024-09-04 23:59:32,STS,DC=77,PC=51477,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.9,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.84,#2A>",2024-09-05T00:00:08.242296Z,450281,2024-09-04T23:59:32Z,77,51477,0,3.5,13.6,2.3,24.9,0,2.4,-0.06,-0.25,-0.84,41.8,2024-09-05T00:00:06Z
2024-09-05 00:15:06 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,825,2024-09-05 00:14:32,STS,DC=77,PC=51481,LV=0.0,BV=3.5,BU=13.6,I=2.3,T=24.8,DU=0.0,RU=2.4,XYZ=-0.06:-0.25:-0.81,#15>",2024-09-05T00:15:08.166411Z,450281,2024-09-05T00:14:32Z,77,51481,0,3.5,13.6,2.3,24.8,0,2.4,-0.06,-0.25,-0.81,40.4,2024-09-05T00:15:06Z
