sys_temp,resp,server_time,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,X,Y,Z,cpu_temp,cpu_time
2024-08-19 17:00:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,442,2024-08-19 16:59:53,STS,DC=51,PC=7872,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C8>|",2024-08-19T17:00:05.332196Z,450281,2024-08-19T16:59:53Z,51,7872,0.2,3.6,10.2,2.4,27.8,0,0.4,0.06,-0.16,-0.84,50.6,2024-08-19T17:00:03Z
2024-08-19 17:15:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,443,2024-08-19 17:14:53,STS,DC=51,PC=7898,LV=0.2,BV=3.6,BU=10.2,I=2.5,T=28.0,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C3>|",2024-08-19T17:15:05.059847Z,450281,2024-08-19T17:14:53Z,51,7898,0.2,3.6,10.2,2.5,28,0,0.4,0.06,-0.16,-0.84,49.6,2024-08-19T17:15:03Z
2024-08-19 17:30:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,444,2024-08-19 17:29:53,STS,DC=51,PC=7901,LV=0.2,BV=3.6,BU=10.2,I=2.5,T=28.3,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BE>|",2024-08-19T17:30:04.887856Z,450281,2024-08-19T17:29:53Z,51,7901,0.2,3.6,10.2,2.5,28.3,0,0.4,0.06,-0.16,-0.84,50.6,2024-08-19T17:30:03Z
2024-08-19 17:45:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,445,2024-08-19 17:44:52,STS,DC=51,PC=7902,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=28.1,DU=0.0,RU=0.4,XYZ=0.03:-0.16:-0.84,#B6>|",2024-08-19T17:45:04.634494Z,450281,2024-08-19T17:44:52Z,51,7902,0.2,3.6,10.2,2.4,28.1,0,0.4,0.03,-0.16,-0.84,49.6,2024-08-19T17:45:03Z
2024-08-19 18:00:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,446,2024-08-19 17:59:53,STS,DC=51,PC=7903,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.9,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C9>|",2024-08-19T18:00:05.406194Z,450281,2024-08-19T17:59:53Z,51,7903,0.2,3.6,10.2,2.4,27.9,0,0.4,0.06,-0.16,-0.84,50.1,2024-08-19T18:00:03Z
2024-08-19 18:15:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,447,2024-08-19 18:14:53,STS,DC=51,PC=7904,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C0>|",2024-08-19T18:15:05.267181Z,450281,2024-08-19T18:14:53Z,51,7904,0.2,3.6,10.2,2.3,27.7,0,0.4,0.06,-0.16,-0.84,49.6,2024-08-19T18:15:03Z
2024-08-19 18:30:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,448,2024-08-19 18:29:53,STS,DC=51,PC=7904,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C8>|",2024-08-19T18:30:05.060008Z,450281,2024-08-19T18:29:53Z,51,7904,0.2,3.6,10.2,2.4,27.7,0,0.4,0.06,-0.16,-0.84,50.1,2024-08-19T18:30:03Z
2024-08-19 18:45:03 temp=48.7'C,"*450281.0#20[0009],OK,#9A450281,449,2024-08-19 18:44:52,STS,DC=51,PC=7905,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C7>|",2024-08-19T18:45:05.083993Z,450281,2024-08-19T18:44:52Z,51,7905,0.2,3.6,10.2,2.4,27.8,0,0.4,0.06,-0.16,-0.84,48.7,2024-08-19T18:45:03Z
2024-08-19 19:00:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,450,2024-08-19 18:59:52,STS,DC=51,PC=7906,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C5>|",2024-08-19T19:00:04.871314Z,450281,2024-08-19T18:59:52Z,51,7906,0.2,3.6,10.2,2.4,27.7,0,0.4,0.06,-0.16,-0.84,50.1,2024-08-19T19:00:03Z
2024-08-19 19:15:04 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,451,2024-08-19 19:14:53,STS,DC=51,PC=7907,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BF>|",2024-08-19T19:15:05.556952Z,450281,2024-08-19T19:14:53Z,51,7907,0.2,3.6,10.2,2.3,27.7,0,0.4,0.06,-0.16,-0.84,50.6,2024-08-19T19:15:04Z
2024-08-19 19:30:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,452,2024-08-19 19:29:53,STS,DC=51,PC=7911,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C2>|",2024-08-19T19:30:05.386304Z,450281,2024-08-19T19:29:53Z,51,7911,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,49.6,2024-08-19T19:30:03Z
2024-08-19 19:45:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,453,2024-08-19 19:44:53,STS,DC=51,PC=7914,LV=0.2,BV=3.6,BU=10.2,I=2.6,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C6>|",2024-08-19T19:45:05.130900Z,450281,2024-08-19T19:44:53Z,51,7914,0.2,3.6,10.2,2.6,27.8,0,0.4,0.06,-0.16,-0.84,50.1,2024-08-19T19:45:03Z
2024-08-19 20:00:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,454,2024-08-19 19:59:52,STS,DC=51,PC=7915,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#CA>|",2024-08-19T20:00:04.907850Z,450281,2024-08-19T19:59:52Z,51,7915,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,50.6,2024-08-19T20:00:03Z
2024-08-19 20:15:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,455,2024-08-19 20:14:52,STS,DC=51,PC=7919,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BE>|",2024-08-19T20:15:04.755782Z,450281,2024-08-19T20:14:52Z,51,7919,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,52.1,2024-08-19T20:15:03Z
2024-08-19 20:30:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,456,2024-08-19 20:29:53,STS,DC=51,PC=7923,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C1>|",2024-08-19T20:30:05.701656Z,450281,2024-08-19T20:29:53Z,51,7923,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,51.6,2024-08-19T20:30:03Z
2024-08-19 20:45:03 temp=53.0'C,"*450281.0#20[0009],OK,#9A450281,457,2024-08-19 20:44:53,STS,DC=51,PC=7924,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.9,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C1>|",2024-08-19T20:45:05.458108Z,450281,2024-08-19T20:44:53Z,51,7924,0.2,3.6,10.2,2.3,27.9,0,0.4,0.06,-0.16,-0.84,53,2024-08-19T20:45:03Z
2024-08-19 21:00:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,458,2024-08-19 20:59:53,STS,DC=51,PC=7925,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.9,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C9>|",2024-08-19T21:00:05.345073Z,450281,2024-08-19T20:59:53Z,51,7925,0.2,3.6,10.2,2.3,27.9,0,0.4,0.06,-0.16,-0.84,51.6,2024-08-19T21:00:03Z
2024-08-19 21:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,459,2024-08-19 21:14:53,STS,DC=51,PC=7926,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C2>|",2024-08-19T21:15:05.131587Z,450281,2024-08-19T21:14:53Z,51,7926,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,50.6,2024-08-19T21:15:03Z
2024-08-19 21:30:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,460,2024-08-19 21:29:52,STS,DC=51,PC=7927,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.8,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C0>|",2024-08-19T21:30:04.813542Z,450281,2024-08-19T21:29:52Z,51,7927,0.2,3.6,10.2,2.3,27.8,0,0.4,0.06,-0.16,-0.84,50.1,2024-08-19T21:30:03Z
2024-08-19 21:45:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,461,2024-08-19 21:44:52,STS,DC=51,PC=7927,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BD>|",2024-08-19T21:45:04.417053Z,450281,2024-08-19T21:44:52Z,51,7927,0.2,3.6,10.2,2.3,27.7,0,0.4,0.06,-0.16,-0.84,49.6,2024-08-19T21:45:03Z
2024-08-19 22:00:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,462,2024-08-19 21:59:53,STS,DC=51,PC=7928,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#C6>|",2024-08-19T22:00:05.150898Z,450281,2024-08-19T21:59:53Z,51,7928,0.2,3.6,10.2,2.3,27.7,0,0.4,0.06,-0.16,-0.84,51.1,2024-08-19T22:00:03Z
2024-08-19 22:15:03 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,463,2024-08-19 22:14:52,STS,DC=51,PC=7929,LV=0.2,BV=3.6,BU=10.2,I=2.3,T=27.7,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BF>|",2024-08-19T22:15:05.085911Z,450281,2024-08-19T22:14:52Z,51,7929,0.2,3.6,10.2,2.3,27.7,0,0.4,0.06,-0.16,-0.84,48.2,2024-08-19T22:15:03Z
2024-08-19 22:30:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,464,2024-08-19 22:29:52,STS,DC=51,PC=7930,LV=0.2,BV=3.6,BU=10.2,I=2.4,T=27.6,DU=0.0,RU=0.4,XYZ=0.06:-0.16:-0.84,#BE>|",2024-08-19T22:30:05.322939Z,450281,2024-08-19T22:29:52Z,51,7930,0.2,3.6,10.2,2.4,27.6,0,0.4,0.06,-0.16,-0.84,49.1,2024-08-19T22:30:03Z
